title,company,location,locationType,type,salary,startDate,description,hiringCriteria,url
"Business Infra, ByteCloud - Backend Software Engineer Graduate (Jan 2026)",Byte Dance Singapore,Singapore,On-site,,,Start date 1 Jan 2026 - 12 Dec 2026,"Join ByteDance’s Business Infrastructure team to build cloud management, billing, migration, and disaster recovery systems supporting multi-cloud environments. Your Role Here’s what you will be doing: Build a cloud management system with a multi-cloud adaptation layer to enhance R&D ecological capabilities. Develop a billing system featuring cost analysis dashboards and public cloud cost optimization. Create a cloud migration system to automate large-scale microservices and storage cluster migration to the public cloud. Build a disaster recovery system to improve fault detection and automatic recovery for multi-AZ and multi-cloud scenarios. About You The company is looking for: Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or related technical discipline. Solid basic knowledge of computer software, including Linux OS, storage, network IO, and related principles. Familiarity with one or more programming languages such as Python, Go, or Java. Understanding of design patterns and coding principles. How to Apply Applicants must be able to commit to an onboarding date by the end of 2026. Clearly state your availability and graduation date in your resume. Candidates may apply to a maximum of two positions across ByteDance and its affiliates globally. Applications are reviewed on a rolling basis; early application is encouraged. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: IT & Computer Science; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/byte-dance-singapore/jobs-internships/business-infra-bytecloud-backend-software-engineer-graduate
Graduate Analyst (Jan 2026),Cognizant Singapore,Singapore,On-site,,,Start date 1 Jan 2026 - 12 Dec 2026,"Cognizant seeks a Graduate Analyst for full-stack development, software testing, and client engagement within a collaborative digital engineering team. Your Role Here’s what you will be doing: Design solutions, write code, test cases, and execute test cases. Automate build, test, deployment, environment provisioning, and configuration. Full-stack development using front-end JavaScript libraries, backend server languages, and database construction. Implement both front-end and back-end applications. Design, develop, test, deploy, maintain, and improve software across the stack. Develop automated tests and deliver high-quality code within estimated timelines. Collaborate and contribute in discussions to define technology and development approaches within the team. Work closely with senior team members to meet project goals on time. Participate in client engagement projects supported by senior leaders and experienced associates. About You The company is looking for: Experience and knowledge in core Java is advantageous. Good understanding of software development and implementation lifecycle. Hands-on programming experience is advantageous. Passion for the digital world and designing solutions for users. Ability to thrive in a dynamic, project-based working environment. Positive attitude and eagerness to make a difference. Attention to detail and personal pride in work. Training & Development 12-month graduate program for holistic development. Training includes soft skills like client relationship management and technical skills such as software testing and quality management. Opportunities to participate in events, activities, and projects to collaborate and grow with colleagues. Career Progression Opportunity to work on client engagement projects with support from senior leaders and experienced associates. Potential to develop as a partner to clients through digital transformation initiatives. How to Apply Applicants may be required to attend interviews in person or by video conference and present current state or government-issued ID during each interview. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Business & Management; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/cognizant-singapore/jobs-internships/graduate-analyst-1
Site Reliability Engineer Graduate (Network Automation) (Jan 2026),Byte Dance Singapore,Singapore,On-site,,,Start date 1 Jan 2026 - 31 Dec 2026,"Join ByteDance Networking to develop software and tools that enhance automation and efficiency in global data-center network operations. Your Role Here’s what you will be doing: Develop software and tools to enhance automation and improve efficiency in IDC network implementation and operations. Analyze network data and create software solutions by applying principles and techniques from computer science, engineering, and mathematical analysis. Work closely with software development teams to plan, design and iterate network platforms. About You The company is looking for: Final year or recent graduate with a background in Electrical Engineering, Computer Engineering, or a related technical discipline. Good network knowledge, such as OSI and TCP/IP model. Basic understanding of how network devices work, such as switches and routers. Passion for networking and willingness to learn. Self-motivated, good communication and writing skills, and a good team player. Preferred: Highly interested in analyzing, troubleshooting, and automation related systems. Preferred: Strong sense of responsibility, self-driven, and ability to quickly adapt to a fast-paced and evolving environment. Training & Development As a graduate, you will get opportunities to pursue bold ideas, tackle complex challenges, and unlock limitless growth in data center networking on a massive scale. How to Apply Successful candidates must be able to commit to an onboarding date by the end of 2026. Please state your availability and graduation date clearly in your resume. Candidates can apply to a maximum of two positions across ByteDance and its affiliates globally. Applications are reviewed on a rolling basis; early application is encouraged. For questions, contact apac-earlycareers@bytedance.com. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/byte-dance-singapore/jobs-internships/site-reliability-engineer-graduate-network-automation
"Thai Speaker, Bloomberg Customer Support Representative Early Professional Program (May 2026)",Bloomberg Singapore,Singapore,On-site,,,Start date 1 May 2026 - 31 May 2026,"Bloomberg seeks a Customer Support Representative to deliver exceptional service and technical support for financial professionals using Bloomberg Terminal and related products. Your Role Key responsibilities include: Providing exceptional customer service to a diverse client base, including CEOs and executive managers. Supporting client onboarding by handling installation, setup, license, and login queries, and configuration of proprietary hardware and software. Delivering support via phone, email, and Bloomberg Instant Messaging. Proactively assisting clients with license activation, hardware setup, and software configuration to ensure seamless access. Collaborating with internal teams across functions and regions to resolve complex issues. Providing technical training on the Bloomberg Terminal and connecting clients to relevant internal teams. Working as part of a global team supporting clients in more than 15 languages. Occasionally working weekends or bank holidays with a weekday off in lieu. About You What you'll need: A minimum of a Bachelor’s degree and availability to start full-time work in May 2026. Up to 3 years of full-time work experience. Business proficiency and fluency in English and Thai. Passion for delivering outstanding customer service through live, interactive media. Demonstrated interest in financial markets or technology through education, work, internships, or extracurricular activities. Exposure to customer support or stakeholder engagement. Willingness to learn new technologies and ability to retain and apply new information. Excellent attention to detail and ability to work quickly and accurately under pressure. Effective multi-tasking and problem-solving skills, with the ability to work independently and in a global team. Interest in progressing a career within Bloomberg. Preferred: Curious to identify, research, and resolve customer technology, software, and hardware issues. Awareness of data management, privacy, and information security. Aptitude for working within highly connected and software-based systems. Training & Development 8-week comprehensive training program covering Bloomberg products, client service, financial markets, product setup, and troubleshooting. Opportunities for continuous learning and career development through project involvement. Possibility to engage in mentoring, recruiting, quality control, and idea generation activities. How to Apply Submit your main application. Complete an online assessment sent via email as a necessary step for consideration. Priority may be given to candidates authorized to work full-time in Singapore without sponsorship. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Business & Management; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/bloomberg-singapore/jobs-internships/thai-speaker-bloomberg-customer-support-representative-early-professional-program
"Thai Speaker, Bloomberg Customer Support Representative Graduate Program",Bloomberg Singapore,Singapore,On-site,,,,"Join Bloomberg as a Customer Support Representative to deliver exceptional service supporting financial professionals with Bloomberg Terminal technology and data. Your Role Here’s what you will be doing: Provide exceptional customer service to a broad range of clients, including CEOs and executive managers. Support client onboarding by handling installation and setup of Bloomberg software and proprietary hardware configuration. Manage license and login-related queries and provide technical support for mobile and desktop applications. Deliver support via phone, email, and Bloomberg Instant Messaging. Proactively assist clients with license activation, hardware setup, and software configuration to ensure timely and secure access. Collaborate with internal teams across functions and regions to resolve complex issues and maintain effective communication. Provide technical training on the Bloomberg Terminal and connect clients to relevant internal teams based on product usage. Work as part of a global team supporting clients in more than 15 languages. About You The company is looking for: A minimum of a Bachelor’s Degree with the ability to join a 2026 training class (graduating between November 2025 and August 2026). Up to 3 years of full-time work experience. Business proficiency and fluency in English and Thai to support respective clients. Passion for delivering outstanding customer service through live, interactive media (phone, messaging, etc.). Demonstrated interest in financial markets or technology, with aspirations to grow in financial/fintech services. Exposure to customer support or stakeholder engagement through school, work/internships, or extracurricular activities. Willingness to learn new technologies and ability to retain and apply new information. Excellent attention to detail and ability to work quickly and accurately under pressure. Effective multi-tasking and problem-solving skills, able to work independently and as part of a global team. Interest in progressing a career within Bloomberg. Ability to occasionally work weekends or bank holidays (with a weekday off in lieu). Preferred qualifications include curiosity to resolve technology issues, awareness of data management and information security, and aptitude for working within software-based systems. Training & Development 8-week comprehensive training program covering Bloomberg products, services, financial markets, product setup, hardware, and troubleshooting. Ongoing career development and skill expansion through project involvement. Opportunities for mentoring, recruiting, quality control, and idea generation. How to Apply Submit your main application to enter a two-stage process. After application, you will receive an email with instructions to complete an online assessment, which is required to be considered for the role. Priority may be given to candidates with legal authorization to work full-time in Singapore without sponsorship. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Business & Management; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/bloomberg-singapore/jobs-internships/thai-speaker-bloomberg-customer-support-representative-graduate-program
Bloomberg Customer Support Representative Early Professional Program (Mandarin Speaker) (Feb 2026),Bloomberg Singapore,Singapore,On-site,,,Start date 1 Feb 2026 - 28 Feb 2026,"Bloomberg seeks a Customer Support Representative to deliver exceptional service and technical support to financial professionals using Bloomberg Terminal and related products. Your role Key responsibilities include: Providing exceptional customer service to a diverse client base, including CEOs and executive managers. Supporting client onboarding by handling installation, setup, license and login queries, and configuration of proprietary hardware and software. Delivering support via phone, email, and Bloomberg Instant Messaging. Proactively assisting clients with license activation, hardware setup, and software configuration to ensure seamless access. Collaborating with internal teams across functions and regions to resolve complex issues and maintain effective communication. Providing technical training on Bloomberg Terminal and connecting clients to relevant internal teams based on product usage. Working as part of a global team supporting clients in over 15 languages. About you What you'll need: A minimum of a Bachelor’s degree and ability to start full-time work in February 2026. Up to 2 years of full-time work experience. Business proficiency and fluency in English and Mandarin. Passion for delivering outstanding customer service through live, interactive media. Demonstrated interest in financial markets or technology, supported by education, work/internships, or extracurricular activities. Exposure to customer support or stakeholder engagement. Willingness to learn new technologies and ability to retain and apply new information. Excellent attention to detail and ability to work quickly and accurately under pressure. Effective multi-tasking and problem-solving skills, with ability to work independently and in a global team. Interest in progressing a career within Bloomberg. Ability to occasionally work weekends or bank holidays (with weekday off in lieu). Training & development 8-week comprehensive training program covering Bloomberg products, services, financial markets, product setup, hardware, and troubleshooting. Opportunities for continuous learning and career development through project involvement. Possibility to engage in mentoring, recruiting, quality control, and idea generation activities. Career progression Opportunity to champion your career across the company with diverse advancement options. How to apply Submit your main application to initiate the process. Complete an online assessment sent via email as a necessary step for consideration. Priority may be given to candidates with legal authorization to work full-time in Singapore without sponsorship. This job may close before the stated closing date, you are encouraged to apply as soon as possible",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Business & Management; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/bloomberg-singapore/jobs-internships/bloomberg-customer-support-representative-early-professional-program-mandarin-speaker
Bloomberg Customer Support Representative Early Professional Program (Mandarin Speaker) (Feb 2026),Bloomberg Singapore,Singapore,On-site,,,Start date 1 Feb 2026 - 28 Feb 2026,"Bloomberg seeks a Customer Support Representative to deliver exceptional service and technical support to financial professionals using Bloomberg Terminal and related products. Your role Key responsibilities include: Providing exceptional customer service to a diverse client base, including CEOs and executive managers. Supporting client onboarding by handling installation, setup, license and login queries, and configuration of proprietary hardware and software. Delivering support via phone, email, and Bloomberg Instant Messaging. Proactively assisting clients with license activation, hardware setup, and software configuration to ensure seamless access. Collaborating with internal teams across functions and regions to resolve complex issues and maintain effective communication. Providing technical training on Bloomberg Terminal and connecting clients to relevant internal teams based on product usage. Working as part of a global team supporting clients in over 15 languages. About you What you'll need: A minimum of a Bachelor’s degree and ability to start full-time work in February 2026. Up to 2 years of full-time work experience. Business proficiency and fluency in English and Mandarin. Passion for delivering outstanding customer service through live, interactive media. Demonstrated interest in financial markets or technology, supported by education, work/internships, or extracurricular activities. Exposure to customer support or stakeholder engagement. Willingness to learn new technologies and ability to retain and apply new information. Excellent attention to detail and ability to work quickly and accurately under pressure. Effective multi-tasking and problem-solving skills, with ability to work independently and in a global team. Interest in progressing a career within Bloomberg. Ability to occasionally work weekends or bank holidays (with weekday off in lieu). Training & development 8-week comprehensive training program covering Bloomberg products, services, financial markets, product setup, hardware, and troubleshooting. Opportunities for continuous learning and career development through project involvement. Possibility to engage in mentoring, recruiting, quality control, and idea generation activities. Career progression Opportunity to champion your career across the company with diverse advancement options. How to apply Submit your main application to initiate the process. Complete an online assessment sent via email as a necessary step for consideration. Priority may be given to candidates with legal authorization to work full-time in Singapore without sponsorship. This job may close before the stated closing date, you are encouraged to apply as soon as possible",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Business & Management; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/bloomberg-singapore/jobs-internships/bloomberg-customer-support-representative-early-professional-program-mandarin-speaker
"SAP Application Specialist, Early Career (Start ASAP)",Apple Singapore,Singapore,On-site,,,Start date ASAP,"Join Apple’s team to develop innovative system solutions, collaborate with stakeholders, and support operational excellence in a dynamic technology environment. Your role Here’s what you will be doing: Comprehend business domain requirements and communicate effectively with internal and external Business partners, both written and verbally. Collaborate with stakeholders and be coached by internal mentors to deliver well thought out system solutions and resolve business issues. Ensure solution optimization and quality deliverables while adhering to the Software Project Life Cycle. Execute technical projects by setting project deliverable priorities, enhancing operational efficiency, and monitoring progress, risks, and results. Develop Technical Specifications and/or user stories to communicate with the DevSecOps team. About you The company is looking for: Bachelor's Degree in Computer Science or Information Technology from an accredited university. 0 to 3 years of working experience. Proficient programming knowledge in at least one of the following: Server side development (Java or Python), Web development (JavaScript, HTML, CSS3), iOS development (Objective-C, Swift), or at least one scripting language. Team-oriented and a team player. Creativity, ingenuity, and willingness to challenge the status quo. Excellent quantitative and interpersonal skills. Preferred qualifications include: Knowledge of foundational services in AWS or GCP. Relevant internship or full-time experience. Leadership roles in clubs or societies. Foundation knowledge in business fundamentals, processes, or concepts. Training & development Opportunity to work on real-world projects and gain hands-on experience across various domains. Growth under the guidance of seasoned professionals and internal mentors. Encouragement to continuously develop skills and contribute fresh ideas. Career progression Potential to grow by stepping outside comfort zones and taking on new challenges within the company’s evolving technology environment. This job may close before the stated closing date, you are encouraged to apply as soon as possible",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: IT & Computer Science; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/apple-singapore/jobs-internships/sap-application-specialist-early-career
Mobile Device Tester (Start ASAP),CompAsia,Singapore,On-site,,,Start date ASAP,"Join our team as a Mobile Device Tester on a long-term part-time basis, ensuring mobile device functionality and assisting with various tasks. Your Role Here’s what you will be doing: Conduct testing on mobile devices to ensure proper functionality and performance. Identify and report any issues or defects found during testing. Follow testing procedures and guidelines provided by the supervisor. Perform data entry and basic documentation related to test results. Assist with other tasks as assigned by the supervisor. About You The company is looking for: Familiarity with using mobile devices (smartphones, tablets, etc.). Basic computer skills (data entry, using testing software, etc.). Ability to understand and follow instructions in English. Detail-oriented with a keen eye for identifying issues. Able to work independently and as part of a team. Compensation & Benefits Part-Time (Long Term) employment. Flexible scheduling within 8:00 AM – 5:30 PM. Work location at Pasir Panjang. May include weekends and public holidays during peak periods with adjusted fees accordingly. This job may close before the stated closing date, you are encouraged to apply as soon as possible",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Business & Management,https://sg.prosple.com/graduate-employers/compasia/jobs-internships/mobile-device-tester
Product Engineer (Electrical) (Start ASAP),HP Singapore,Singapore,On-site,,,Start date ASAP,"Join HP as a Product Engineer (Electrical) to lead development and quality initiatives for the Inkjet portfolio in a full-time role based in Singapore. Your Role Key responsibilities include: Influence R&D and GBU in developing new products, services, and solutions for HP Inkjet portfolio. Coordinate and lead internal and outsourced development activities with manufacturing partners and suppliers from NPI through end of lifecycle. Support Assurance of Supply part qualification activities to mitigate product shipment risks due to part availability. Lead initiatives to identify and mitigate customer impacting quality issues for Inkjet products in the field and factory. Optimize costs through automation, design influence, manufacturing overheads, line tooling/test optimization, and warranty reduction. Drive Future Ready Transformation initiatives to support HP’s evolution to an Agile, Resilient & Sustainable Supply Chain. Collaborate and communicate with management, internal, and outsourced development partners regarding design status, project progress, and issue resolution. About You The company is looking for: Bachelor's or Master's degree in Electrical Engineering, Mechatronics, or equivalent. Typically 0-1 years’ experience. Basic understanding of material properties, hardware, and electrical component design. Experience in 3D CAD software, statistical analysis, and data visualization. Proficiency in programming is an added advantage. This job may close before the stated closing date, you are encouraged to apply as soon as possible",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/hp-singapore/jobs-internships/product-engineer-electrical
Data Center Operations Trainee (Start ASAP),Amazon Singapore,Singapore,On-site,,,Start date ASAP,"Join AWS as a Data Center Operations Trainee, gaining hands-on experience in IT infrastructure and cloud technologies. Your Role Key responsibilities include: Perform installation and configurations on Data Center Servers and Network systems. Troubleshoot and replace hardware parts of Servers and Network devices. Conduct storage media sanitization and destruction tasks. Work within a ticket-based environment for systematic problem resolution. Move equipment using assisted lifting machinery. Maintain high system reliability by prioritizing trouble tickets. Collaborate with internal teams to improve DC work environment and efficiencies. Participate, lead, and deliver small to mid-scale projects, including Data Center rollout. About You Candidates should have: Diploma in Electrical & Electronics, Computer & Communications Engineering, Information & Digital Technologies, or relevant technical education with experience. Basic knowledge of Cloud computing technologies and IT system hardware and network concepts. Passion for IT infrastructure and hardware. Familiarity with the Linux operating system and server hardware components. Experience in Networking setup and configuration. Experience in writing software programs. Compensation & Benefits AWS offers competitive compensation, health benefits, and opportunities for career growth in a diverse and inclusive environment. Training & Development The program includes classroom and on-the-job training, mentorship, and exposure to the latest cloud technologies. Career Progression Successful trainees may join AWS as full-time employees, advancing in data center technical support roles. How to Apply Submit your application through the provided link. If you require workplace accommodation, contact your Recruiting Partner. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Diploma or higher,https://sg.prosple.com/graduate-employers/amazon-singapore/jobs-internships/data-center-operations-trainee-0
Traffic Access Architectural SRE Graduate (Traffic Infrastructure) (Jan 2026),Byte Dance Singapore,Singapore,On-site,,,Start date 1 Jan 2026 - 31 Dec 2026,"Join ByteDance’s Traffic Management Team to oversee architectural governance and optimize global network access traffic for high availability and performance. Your Role Key responsibilities include: Oversee the architectural governance and optimization of end-to-end access traffic. Participate in building the cross-system scheduling framework, traffic standards, and disaster recovery plans to ensure standardization and stability. Promote cost and performance optimization for access traffic through network strategies such as routing, transmission protocols, and compression. Support large-scale scenarios including API, images, on-demand, file transfer, and messaging to deliver business value. About You The company is looking for: Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or related technical discipline. Solid foundation in networking, familiar with TCP/IP, HTTP, HTTPS protocols, and knowledgeable about HTTP2 and QUIC protocols. Preferred experience in product development or operations for large-scale traffic, including high availability, cost and performance optimization, fault diagnosis, and architecture design for network access. Proficiency in Golang, Python, or C++, with experience in Linux development and large-scale, high-concurrency distributed services. Clear logical thinking and strong written and verbal communication skills. Passion for technology and awareness of cutting-edge developments. Ability to commit to onboarding by the end of 2026 and clearly state availability and graduation date in the resume. How to Apply Submit your application clearly stating your availability and graduation date. Note that candidates can apply to a maximum of two positions across ByteDance and its affiliates globally. Applications are reviewed on a rolling basis; early application is encouraged. For questions, contact apac-earlycareers@bytedance.com. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: IT & Computer Science; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/byte-dance-singapore/jobs-internships/traffic-access-architectural-sre-graduate-traffic-infrastructure
APTD Process Technical Specialist (Start ASAP),Micron Technology Singapore,Singapore,On-site,,,Start date ASAP,"Join Micron as a Process Technical Specialist in Advanced Packaging Technology Development, supporting new technology implementation and process improvements in high performance memory packaging. Your role Key responsibilities include: Engage with supervisors and manufacturing groups to support new technology implementation and process improvement activities. Provide process engineering support through data collection, extraction, analysis, and reporting (SWR, process conversion reports). Execute SWR logistics, monitor product line and lot disposition, and assist in project management. Use software systems such as Yield 3, JMP, Micron Central, MAM, SPACE, and GCP for data analysis and process monitoring. Understand SPC charts, graphs, spec limits, and process variations to suggest improvements. Assist process development supervisors in managing Team Level KPIs and maintaining operational procedures and process tools. Support daily tasks including Cpk improvement, material disposition, and engineering job submissions. Perform data mining, advanced data analysis, and support failure analysis measurements. Assist inline inspection and coordinate non-routine metro/RDA inspections on R&D experiments. Support process operations, process characterization, and new process system setups (SPACE/FDC/LMS/GerM). Manage TOPO, set up process GDM, GCP, SWR, and new SPC charts for process evaluation. Monitor key inline/probe/final parametric indices and initiate first-level investigations for deviations. Contribute to activities and projects improving APTD process procedures, systems/tools, capability, yield, and quality. Work shifts if needed, multitask with proper documentation, and work independently with minimal supervision. About you The company is looking for: Diploma in Electrical, Electronics, Materials Engineering, or equivalent experience preferred. Familiarity with Microsoft Office applications. Good communication and interpersonal skills with interest in a multifaceted environment. Basic computer scripting skills (Python, SQL, Visual Basic) are advantageous; experience in Tableau preferred. Prior semiconductor experience preferred; fresh graduates are welcome to apply. How to apply To request assistance with the application process or for reasonable accommodations, contact hrsupport_sg@micron.com. This job may close before the stated closing date, you are encouraged to apply as soon as possible",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Diploma or higher,https://sg.prosple.com/graduate-employers/micron-technology-singapore/jobs-internships/aptd-process-technical-specialist
"Observability, Data Infrastructure - Cloud Native Application R&D Engineer Graduate (Jan 2026)",Byte Dance Singapore,Singapore,On-site,,,Start date 1 Jan 2026 - 12 Dec 2026,"Join ByteDance’s Observability team to develop and optimize cloud-native observability products and data infrastructure supporting diverse platforms. Your Role Key responsibilities include: Participate in the development, maintenance, and optimization of the observability customer platform, including Query Acceleration Assistance, Tenanment Management, Agent Troubleshooting Automation, Resource Billing, and OpenAPI OG Label. Develop, maintain, and optimize the data warehouse and data ingestion service to ensure reliability, scalability, and performance. Maintain and enhance the query proxy and Golang SDK for efficient, reliable, and scalable query processing; Set up and maintain end-to-end performance tests and test cases to ensure system reliability, responsiveness, and overall quality. Work within the Observability team responsible for managing observability products across servers, mobile, frontend, and inter-app communications. About You The company is looking for candidates who meet the following qualifications: Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or related technical discipline; Proficient in at least one of the Golang or Java programming languages, with solid knowledge of data structures and algorithms, and familiarity with database system principles and implementation; Experience in database management development, control plane engineering, or related fields, with familiarity in Kubernetes operators, controllers, and schedulers; Experience in high-concurrency data ingestion engineering and/or relevant Big Data ETL and data processing; Preferred: Familiarity with observability domain knowledge, such as OpenTelemetry; Preferred: Familiarity with time-series database domain knowledge, such as Prometheus, InfluxDB, and Victoriametrics; Preferred: Familiarity with Quality Assurance and Cluster Reliability. How to Apply Applicants must be able to commit to an onboarding date by the end of 2026. State your availability and graduation date clearly in your resume. Candidates may apply to a maximum of two positions across ByteDance and its affiliates globally. Applications are reviewed on a rolling basis, so early application is encouraged. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: IT & Computer Science; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/byte-dance-singapore/jobs-internships/observability-data-infrastructure-cloud-native-application-rd-engineer-graduate
"Edge Network, Network Engineer Graduate (Jan 2026)",Byte Dance Singapore,Singapore,On-site,,,Start date 1 Jan 2026 - 12 Dec 2026,"Join ByteDance Networking to support and expand a global edge network powering popular apps like TikTok, gaining experience in large-scale data center networking. Your Role Key responsibilities include: Supporting the operations and build-out of a rapidly expanding global edge network. Assisting with the deployment and expansion of new Points of Presence (PoPs) and network interconnections. Learning about network optimization, data analysis (flow data), and automation tools. About You The company is looking for candidates who have: Currently pursuing a Bachelor's or Master's degree in Computer Science, Electrical Engineering, or a related technical field. Foundational understanding of networking concepts such as TCP/IP and routing protocols. Eagerness to learn about large-scale network infrastructure and operations. Preferred: Some programming or scripting experience (e.g., Python, Go). Preferred: Experience with network-related projects, such as lab environment designs or internet performance measurement projects. Compensation & Benefits Base salary range: $144,000 - $153,600 annually (varies by qualifications and location). Potential additional discretionary bonuses/incentives and restricted stock units. Day one access to medical, dental, and vision insurance. 401(k) savings plan with company match. Paid parental leave. Short-term and long-term disability coverage. Life insurance and wellbeing benefits. 10 paid holidays per year, 10 paid sick days per year, and 17 days of Paid Personal Time (prorated upon hire with increasing accruals by tenure). Training & Development Opportunities to pursue bold ideas, tackle complex challenges, and gain marketable software development and network operation experience in data center networking at a massive scale. Career Progression Join a team responsible for designing, building, and operating global intelligent network infrastructure, offering growth in large-scale network infrastructure and operations. How to Apply Applicants must be able to commit to an onboarding date by the end of 2026. State your availability and graduation date clearly in your resume. Candidates can apply to a maximum of two positions across ByteDance and its affiliates globally; applications are reviewed on a rolling basis. Early application is encouraged due to rolling review and application limits. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Bachelor or higher,https://sg.prosple.com/graduate-employers/byte-dance-singapore/jobs-internships/edge-network-network-engineer-graduate
APTD Process Technical Specialist (Start ASAP),Micron Technology Singapore,Singapore,On-site,,,Start date ASAP,"Join Micron as a Process Technical Specialist in Advanced Packaging Technology Development, supporting high-performance memory packaging and process improvements. Your Role Here’s what you will be doing: Work on packaging process technology for existing and new memory devices and technologies. Engage with supervisors and manufacturing groups to support new technology implementation and process improvements. Provide process engineering support through data collection, extraction, analysis, and reporting (SWR, process conversion reports). Execute SWR logistics, monitor product line and lot disposition, and assist in project management. Use software systems such as Yield 3, JMP, Micron Central, MAM, SPACE, and GCP for data analysis and process monitoring. Understand SPC charts, graphs, spec limits, and process variations to suggest improvements. Assist process development supervisors in managing Team Level KPIs and maintaining operational procedures and process tools. Support daily tasks including Cpk improvement, material disposition, and engineering job submissions. Perform data mining and analysis, support cross-section measurements for failure analysis. Assist inline inspection and coordinate non-routine metro/RDA inspections on R&D experiments. Support process operations, process characterization, new DID and process system setups (SPACE/FDC/LMS/GerM). Manage TOPO, set up process GDM, GCP, SWR, and new SPC charts for process evaluation. Monitor key inline/probe/final parametric indices and initiate first-level investigations. Contribute to activities and projects improving APTD process procedures, systems/tools, capability, yield, and quality. Work shifts if needed, multitask with proper documentation, and work independently with minimal supervision. About You The company is looking for: Diploma in Electrical, Electronics, Materials Engineering, or equivalent experience preferred. Familiarity with Microsoft Office applications. Good communication and interpersonal skills with interest in a multifaceted environment. Basic computer scripting skills (Python, SQL, Visual Basic) are advantageous; experience in Tableau preferred. Prior semiconductor experience preferred; fresh graduates are welcome to apply. Compensation & Benefits Paid Time Off with encouragement to use it. Continuous learning opportunities with world-class education programs. Wellness programs tailored to employee needs. Employee stock purchase program with discounted Micron stock. Choice of medical, dental, and vision insurance plans. Peer-to-peer recognition programs. Training & Development Micron provides world-class education opportunities linking learners and educators globally to support continuous learning and professional growth. How to Apply All qualified applicants will receive consideration without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status, or disability status. For assistance with the application process or reasonable accommodations, contact hrsupport_sg@micron.com. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",Experience requirement: No experience required; Working rights: Singaporean Citizen; Study fields: Engineering & Mathematics; Degree types: Diploma or higher,https://sg.prosple.com/graduate-employers/micron-technology-singapore/jobs-internships/aptd-process-technical-specialist-0
